rpm_throttle,0,1
1200,0.000008,0.000034
1210,0.000008,0.000034
1220,0.000008,0.000035
1230,0.000008,0.000035
1240,0.000008,0.000035
1250,0.000008,0.000035
1260,0.000008,0.000036
1270,0.000008,0.000036
1280,0.000008,0.000036
1290,0.000008,0.000036
1300,0.000008,0.000036
1310,0.000008,0.000037
1320,0.000008,0.000037
1330,0.000008,0.000037
1340,0.000008,0.000037
1350,0.000008,0.000038
1360,0.000008,0.000038
1370,0.000008,0.000038
1380,0.000008,0.000038
1390,0.000008,0.000039
1400,0.000008,0.000039
1410,0.000008,0.000039
1420,0.000008,0.000039
1430,0.000008,0.000039
1440,0.000008,0.000040
1450,0.000008,0.000040
1460,0.000008,0.000040
1470,0.000008,0.000040
1480,0.000008,0.000041
1490,0.000008,0.000041
1500,0.000008,0.000041
1510,0.000008,0.000041
1520,0.000008,0.000041
1530,0.000008,0.000042
1540,0.000008,0.000042
1550,0.000008,0.000042
1560,0.000008,0.000042
1570,0.000008,0.000043
1580,0.000008,0.000043
1590,0.000008,0.000043
1600,0.000008,0.000043
1610,0.000008,0.000044
1620,0.000008,0.000044
1630,0.000008,0.000044
1640,0.000008,0.000044
1650,0.000008,0.000044
1660,0.000008,0.000045
1670,0.000008,0.000045
1680,0.000008,0.000045
1690,0.000008,0.000045
1700,0.000008,0.000046
1710,0.000008,0.000046
1720,0.000008,0.000046
1730,0.000008,0.000046
1740,0.000008,0.000047
1750,0.000008,0.000047
1760,0.000008,0.000047
1770,0.000008,0.000047
1780,0.000008,0.000048
1790,0.000008,0.000048
1800,0.000008,0.000048
1810,0.000008,0.000048
1820,0.000008,0.000049
1830,0.000008,0.000049
1840,0.000008,0.000049
1850,0.000008,0.000049
1860,0.000008,0.000050
1870,0.000008,0.000050
1880,0.000008,0.000050
1890,0.000008,0.000050
1900,0.000008,0.000051
1910,0.000008,0.000051
1920,0.000008,0.000051
1930,0.000008,0.000051
1940,0.000008,0.000051
1950,0.000008,0.000052
1960,0.000008,0.000052
1970,0.000008,0.000052
1980,0.000008,0.000052
1990,0.000008,0.000053
2000,0.000008,0.000053
2010,0.000008,0.000053
2020,0.000008,0.000053
2030,0.000008,0.000054
2040,0.000008,0.000054
2050,0.000008,0.000054
2060,0.000008,0.000055
2070,0.000008,0.000055
2080,0.000008,0.000055
2090,0.000008,0.000055
2100,0.000008,0.000056
2110,0.000008,0.000056
2120,0.000008,0.000056
2130,0.000008,0.000057
2140,0.000008,0.000057
2150,0.000008,0.000057
2160,0.000008,0.000057
2170,0.000009,0.000058
2180,0.000009,0.000058
2190,0.000009,0.000058
2200,0.000009,0.000059
2210,0.000009,0.000059
2220,0.000009,0.000059
2230,0.000009,0.000059
